user_id,review_count,average_stars,is_elite
5NrM6LjqJPRYj1zs6xHneA,489,4.29,1
omHqIL1MVgugZ-sq1IDcCw,102,4.06,1
yUCShUD-Ng-ngQI_iDLt9A,56,3.86,1
N5e9rm_tZoBkVfpK69a43g,6,2.83,1
ybSUAKDKbQHnhtkQ9TvyVw,24,4.77,1
0RX9w878R80Ok5iPrNBv3g,121,4.89,1
vujSSKq7k-20tZrfvkx6IA,65,3.99,1
FfsepBLmkzxUmYtRiXy4Zg,59,3.99,1
VHp5XwG2xE7b0c33MsOt9Q,169,4.34,1
BeNEFupVxsUZZtGgoqeUvw,10,3.36,1
FYdcfwTPhcy8Su-Nr1gSlg,22,4.27,1
ZyTBZvdCkZpWN0FM0s9uwA,13,2.8,1
J9fJa9F785tMxzbmIPhwlA,96,3.98,1
vUh4jFNtt0L7zTl4JyjNmg,26,4.81,1
tYIxOLwcZfnC5WrhtT0oUw,122,3.49,1
pwnW0Ao-xkq9IB62XHZqzg,232,4.76,1
BYIM59avxdfSUyN6-b7YwQ,17,3.29,1
peEmrqoJ2ACmhlYjJvvvBA,28,4.81,1
3LbC8Yd-cT6grd5EwYrJ3Q,95,3.29,1
dSa2P9sOZlBsa1d9uUFCgg,58,4.27,1
1LBfIwF0oAdp398jVvCb3g,14,4.64,1
VqPoRMfmU3Qj2RVVMTCznQ,91,4.59,1
knmh5YYK8J6ZsIy-tIKKWA,16,4.76,1
VXOKLeCQ3yt9JqKYbfzVKw,226,3.93,1
cLBUIbWWLrIBQUqOt2pOpQ,170,4.2,1
cRANsQ5E_sxeQ0Aoop3drg,133,4.2,1
_8ZmSUAiqqcaaQvOz-NGeQ,41,3.26,1
sa-5TUJBPx0_S4Bq1kiewg,4,4.5,1
Efw1BpyljToAa-9mkmnHCw,49,3.34,1
DmzgVCLy077BOamdTtweDQ,526,3.62,1
EXFvkdyj-mhzm3PA2ESHLg,5,3.86,1
YzqsnzI7b-xD5Bu9tggugQ,112,4.38,1
HcIvn1v3bbiNVZ72Yka_CQ,103,4.2,1
OCs1rWzfoZKw8prDq_83Nw,188,4.08,1
ghcA63kBq-4VAsYO_mE1Lw,48,3.96,1
f3m2nvr2ItxAK79qY9rYNQ,8,4.44,1
4q6sA312pvh_FiAD7wy5-A,616,3.86,1
F8sPX92Ox9_kh8ersOvZng,40,3.37,1
QMFK5Iqn2X9TbGCapMXIaA,150,4.14,1
gMkefvWYwkQF7bK5UCHk5A,11,3.18,1
2-hiaruyZTc4CXUq15eo8Q,75,2.71,1
qAOHeN5o0rJNmUwhOt-_hg,6,5.0,1
kVbZDcESAMrQ7pFGaaYk1Q,29,3.7,1
DurpJqUQn2MXjCAihA5niQ,8,3.78,1
ee8bOt_EK0GEilDx8bzT1w,100,3.84,1
0-xOnpxY7bxozKIaJg32MQ,37,4.25,1
UBjPhVdh8toViZgSc5Ep9Q,132,4.42,1
PuKtoaUQeIcUpRoNMr4g0g,53,4.91,1
tr8h__WqAYBb0THXwNPBXQ,6,4.17,1
9LMWnTi_S1EVXkCZIZdcbA,4,4.0,1
xvnhraPHGx0Jn8czBptgMg,5,4.2,1
2Ait5gsBK9pyu1nxUfP8Lg,48,3.26,1
BcxwXkVLl5EAHatW_jgowQ,214,3.4,1
sQarquZSwKsEIekegCSGKw,339,3.98,1
oyOpzDDvg1BcVVYM3NiduA,549,4.16,1
vQXiee5Yc5fpMNFpI7MRLQ,3,4.0,1
83kydCNDNi5cQuh3ILLVvg,47,4.63,1
6FySm4PdV3NGSpxUCCJhBg,202,3.89,1
0hZfE2He1YssM_wEvKhfcA,428,3.82,1
cKyhNY7tj--y4q9Z9Y6BcQ,1,1.0,1
PntkVJSwcRMo4xEajZLImg,22,3.79,1
269px6oKU3JYTeTyyYyRiQ,3,3.0,1
cBiEZbYag--3X48P4JsOzg,6,3.67,1
nXoMel2fnA_dbgtZgpS0Uw,223,4.29,1
VQGxa0QMiqHpkP2M0YLB7Q,3,3.0,1
PTzY7hctlEP2K8k5Ardjeg,425,3.77,1
Xfg1N7IaefsTjF4n7WBpAQ,61,4.01,1
qSQY8GWjlGTqxGKZTUfCeQ,21,4.33,1
88v5O0WWf6iBGarfOsFC6A,8,4.38,1
iPgCYEDjcMeuloBZDk_RoA,13,4.53,1
yJqqBsh__fl_SGle-Qzi-g,28,4.2,1
efKpn66acBsjPHt_UMY_6w,240,3.9,1
FvuREyQJqxnTS3Oy731AIA,407,4.37,1
NGz0B066hQUEQ7sQqmuqaQ,65,4.79,1
VmkJm9aK5SOSnN8NoH-SjA,173,4.52,1
XqqsFi8ZeuIr3F5qIgPPQg,21,4.67,1
08jjmALr93ubXe9bBFqKdg,18,3.06,1
zzOd64i66_Z5roGjXmwCXA,30,3.39,1
P8xXd3up38Dt3hs3P45jcg,3,3.67,1
GBe3Jhc4bdElfh5LvO-_BA,112,3.77,1
zo5yKFeETsG2wGUAAMcA_w,151,4.19,1
YpnuAoUgJQFsEh06cCbjkA,252,3.82,1
w1DeHrkkPzuPMyDd-01WzA,7,3.71,1
FdkstmMEc9371Ij-z4OaPA,106,4.25,1
0yiG3mvm_qWnhzU99t1kXQ,99,3.95,1
7IiqZbckugoEK1x8E-l5jQ,283,4.27,1
BZzH2FHFacwcDuCbjQWasw,83,4.7,1
CJ-P07_uPEO2_8mEy_Dqkw,296,4.37,1
oqQdWrQVozHPa4tinmlc7A,97,3.89,1
El8GgKP1SIxBldNkVOlUEQ,78,4.28,1
WHhx352nnu53r8sysp8kHg,31,3.88,1
PW30vOsIaDMe4zrfNq9PyA,39,3.73,1
BES7HKPo9eLbW-NI1uI7Kg,10,4.91,1
a_URkJxOlkV6ZiNgQrROxg,27,3.83,1
li284wxNlb7VQA9cuZZOeQ,46,3.74,1
6ZEIvCcj3xCx8TNH7-R64A,210,3.62,1
PaMvsoxcuh61ymIjz9fPrA,163,4.71,1
deMhMYps31AqmwFuTGY44g,37,3.35,1
j4gfQQm1nCPD-Q_W-I_vlg,27,2.78,1
9RlBV7IIWkyli5e9LHwHVA,11,4.82,1
6X0WECXqs_JdzNVKGEKO0w,43,4.56,1
vhdB8I_pbS3VE0KtWWAEeQ,8,4.13,1
n-CDHyqsn67bHFQpqn6Kmg,16,3.94,1
iAkAWd6FkCDNhJNBTRjIXg,21,2.95,1
3cvWj0bmP-uMFsQNI0PplA,13,3.62,1
n7VTcg4-F94ziJ4eRERSdw,1211,3.98,1
T9KkR3XA0kXt7axsi-VEfQ,15,3.81,1
Psoz3yb-y2545f0jaGmCDw,50,4.37,1
dxUhjUbLs5IZkn1V37Kp4A,1896,3.66,1
ukDLuY5DSGfQ1BhHuHMV7Q,220,3.52,1
C7HooqNEAJ_-nZtz2C2AOw,7,5.0,1
5ei8FbWtRb5A2BgjwMMscw,134,4.29,1
zURCJsyweyzqcPUzJHxttg,23,4.0,1
4b2rcgbPMsYm785lV28H3A,40,3.73,1
LGX6IPX9GM0blGt9JYm5Rw,73,4.33,1
6G8Kip9sGMwEL93FpzHMnA,89,4.12,1
wtdfydQf0l0LPi5qNspmlw,9,4.11,1
CYbGFhRCsQDne4Gu8HJaXg,67,4.29,1
fIkh3n-ceAZU9bgqMRoIWw,54,4.13,1
hKKdPLddlbcYF5OIKEZSUA,249,4.37,1
VUQICaJdgQgXO-HXdnYTkQ,4,4.14,1
vLaIG0QxCZeNY1IrQ07EHw,12,4.69,1
pF5vyjYohnQhoJw3PRvRXA,13,2.07,1
WFugt-VFo0OuytJrSxadog,6,1.17,1
ZD_1doXL0l9fESvlI3QgCw,35,4.5,1
o9xljp_4h6mYf575PWD0AA,40,2.76,1
7tdNgXAWa3QmrgND1JBgkw,5,5.0,1
KePhNPgTBOPShbunQFI6MQ,163,4.43,1
49B4-KKOpdqj2gmDoB3SUA,98,4.13,1
6dU2jKfmmZbbDfUQeR1QTQ,19,4.3,1
hPGQ5EamAwJSlq_Xrqbrlg,98,3.74,1
0Ng2FIr11O2bRlKi-aapZg,7,4.29,1
0mQkBNLaNUjs0F67bahRnA,9,4.67,1
jx5gV__YfoS4LPB_Siy_zg,35,4.66,1
vmyyY32HRFXpyiS8oITAhg,33,3.53,1
e-6GKhoI0zDaus65R3x2KQ,15,3.8,1
wmwJmR_4gdc2LZBBVCKbqw,28,3.62,1
7RbqdGGd4oalu7l6WDZngw,239,3.88,1
Iojd3wYpkOHB0HCfQPTIpQ,37,4.1,1
bg1R5Lgu6G_JW8izgp_6tg,46,4.17,1
LGOk009rSYpkIkc6tDZezw,6,4.17,1
usfQR1F7mFRPRJLQwKOCGg,113,2.77,1
k991RbaPygzLARE3CNpgag,43,4.69,1
kCRowhZys4cDFLwXLvcSTg,124,4.17,1
y4oec4_hfgVBNbUT4XPpgg,8,4.11,1
0P99_VOWLdUNlYlSCuzwpg,74,4.64,1
mCanGeC78QwvqwSLpnZM_Q,264,4.44,1
e8rkdJS5QwT4Jdqt4zRyZg,3,2.67,1
6xZIYgBuAIcWEJUSScQfZw,6,3.5,1
B_YEGELD7iYtz7w6fvemYQ,190,3.15,1
eYc4Siu9TZcfxi0yIbr7TQ,5,4.2,1
GNwoXExq8ews4JEVjEV5AQ,228,4.37,1
9dIPX010-oTVIIHn737p1w,5,3.4,1
KUVb3L7JtVtiidC1LqeleQ,25,2.63,1
0bB97VkdPlPhvajCTffgIQ,53,3.7,1
f-lV5aKfYsqexBq_X8FrxQ,17,2.41,1
X9KuWRdh47ODLbOqSvI2Jw,17,4.71,1
BJoTpR_4qblScl-DoDUJxg,21,3.86,1
LcQh-mbn7B4R7pQCkRLMqg,287,4.52,1
kBGj3uHv7AZLMWP05v2ulQ,5,3.67,1
iNlKPaun7IvICcli2rcD4g,125,4.42,1
mD4eoBM9TBoqZpZXDW8Qfg,40,4.73,1
L8iLdAkcobaKR2ecDK84uQ,10,5.0,1
ld8AeOGLrDSdOaylWX8noA,120,3.33,1
k5Uqg9GmF_Z_9LBAxjegpg,48,3.66,1
-1rjoaNyZ5l9myOUcIVWTQ,18,3.13,1
qIJGy4K8Mh8WgWWwFuOctA,562,3.8,1
e4A1LmX9QXhwnw7w138jBw,141,3.59,1
Io3IpnLC3dTnfxPrCzdGvw,70,4.33,1
nzMSDMaxrtA79esu01dK_g,173,4.15,1
VlQMP-tX_y_cf_DjSJ9lUg,34,4.34,1
fwwWDTOiojae16Kyc5_D-g,29,3.4,1
hIRGlyCXu7v-3JNXg0H-Rw,48,3.07,1
v_dSon7xrLbqZm__ARVk4A,158,4.45,1
izm_2gCE6ILQSwbMNGdCuA,12,3.08,1
urT0pbfvr4H9nqnnS9UD1A,66,3.57,1
hcBzEso37Ne4yfI8gj44ag,93,4.43,1
js2Jy7YMFNCyhJhGoV4Rcg,315,3.26,1
ZlkbyT4nk6RVnhCd985-5A,26,3.5,1
IS2CAabYsugug_3okZL_Ww,41,3.18,1
SLNb2vasFusMcWxUXOjYZw,5,4.8,1
4i7jNADt00AtIu2pQz3dDw,34,2.97,1
sFOz5wV1HeSAIyt6leoOfw,102,4.03,1
O08Ogx7SEcoEQepcu9W8pg,4,3.4,1
afE7ji3exVE-V2XMeFUnFg,122,3.89,1
GliAGlt4_ZlbS0nVkQnobQ,9,5.0,1
kdF05ql0bquraoqcTwrweg,92,4.06,1
vvSaOV1MVVX6zX4T0NDl_Q,386,4.07,1
kachU1rWi9WzjVzSwa_hoA,16,3.94,1
hQzy7XFNeqx7DYteiHGjSQ,7,4.86,1
hME-y8rH5MUc-vpN2kZPKg,89,4.37,1
1k-dNUHFNmijVG90rM97AA,67,4.54,1
0Yip-G9jdKqlE1S3z-NpSQ,119,3.58,1
0tJbuiMAkcbzd6LkbAMZyg,31,3.64,1
QkXdLvoYSm8bS9XqB_4THA,45,2.85,1
rVN0VzcakDwxlxTbylQlIA,140,3.89,1
m81N4X7V0IzIGfo4B5ihuw,36,4.56,1
zUpe2fLZfbmG81Ywr9rq1Q,10,2.75,1
cMdZE5y_eXugqDUkvdbf9w,16,2.5,1
rWbpMayFgYIiC2ndfy3efg,65,4.84,1
ef1Yt9BnV-NrKIr1dKlC8g,91,4.51,1
bpF8s-3cJWFZRjNVtONiGg,2,4.5,1
17xJueNraU75-g4yNiRPdQ,5,3.6,1
BGtExjvbM_TAMtGkStBi4A,29,4.57,1
NaUBvBlvJXzINrLZa7pq7A,7,2.75,1
oCPyNiJYe5BiQ1LV-X-UZQ,5,2.8,1
U80tfjOXSfPLmLFjQZTBDA,52,4.53,1
Is94UEaHRL_XkwIV15n0aQ,21,2.73,1
WCU0KDVmCZJpnPU-_v0Eig,8,4.5,1
0LjDRRnrjhHfvt7ZicYUEA,87,4.53,1
ykcBTbG6nx3P-_uOiYTFwQ,1,5.0,1
6vmaRrGs7XsZnx_cve2rpA,30,3.78,1
MMhpo0cGoWI3GoRdkhWLYw,13,4.38,1
fKeYEcuWYUrXWtnENrJcIw,34,4.18,1
ObzsuXTMUDfePn9OuOuwjw,31,4.52,1
7kXUqtM3-jh9dccYbgoJfw,189,3.9,1
zYEPEy8ORQPQMVfD-RUAbA,3,3.0,1
fsyVPNDN20YLq4d62BD78Q,301,3.91,1
UQnoFWr_Gp4i3ifscpsNrg,128,4.52,1
z_skqcWsGwOrdgenWd6YOA,142,3.33,1
HiSj8PNAYJ_9SW4ewIMPxg,23,4.09,1
w7dWeK2SKc4AJH00pgm8qw,1922,3.97,1
HsF3dyPzFI_hno7mNbQaeQ,36,3.31,1
kOG9KvVJ3A-FvNx5WILuwA,18,4.05,1
-HxfPm7CuoE0wUHaYrCAwg,16,4.75,1
VcMONKBRX-M7_gURO6QsQA,553,4.43,1
XLD6kubIF2PxJf5s7cAzCw,252,3.63,1
xrKiND3_mkVZjhU1GkafLg,42,2.95,1
6esk80jEvm6Mb5MAPFbi9w,33,2.76,1
etdXW72GoQl-0LD3Pnu1KA,22,4.22,1
Gv3x7VhaiyOwejW46dSeIg,68,3.56,1
4k991zykfN8hazp54R1xvg,99,4.41,1
KSYucGSHjZqvPJ1FxeL-xw,3,5.0,1
F0zI6dEUbDTzsOFrI1wWsQ,5,3.8,1
R6g2NYXOxaTH_6pcEElSVg,1,3.0,1
VBKCeFh76btxKlL827HTqA,82,4.11,1
CQL1cm0CPblz1OS5CzKUOg,49,4.18,1
RStUvifmanQJ2NqW66-pTw,30,4.26,1
wL_AvY-b5P49Zgn8BScewQ,123,4.15,1
rZQbCy-CnAdrSj1vNeK-0w,29,3.52,1
ZkypgAS5kG_u4tSutJCv9Q,28,3.89,1
o1lA2CZ5L__XdiAY9n2yaA,4,2.25,1
4CePQPV5N9u67i9PNHlRhA,76,4.19,1
tYf1emk5EuCDAcIlVLZnnQ,175,4.38,1
If42v7J7CclT-19ppoPoqg,92,4.35,1
YmhlNrE_Yjy9LBpC-oqmQg,15,3.19,1
Y3HRpH5cbXgD3sDl_FgPCw,9,4.2,1
QAGZPigQwBWjRc6Pgu7tcQ,97,4.23,1
towY93o3D3-RI3AkDFtGSA,29,4.22,1
m8ltPWnWUcFU0SP7Fj6tnA,118,3.11,1
IuCHfoxNS3OqXl0lby1cLA,40,4.42,1
FY_21a2DCCExtOXB1-hkLw,122,4.47,1
2qAhwWc68f4Zi80-rkKY5A,301,4.28,1
ukcHsFOTcSMK73QDXUSZlA,100,4.12,1
qlyxnQiL3pJ6VMq5dFbejg,122,3.01,1
-1imgpkoCUQpomoI5-CuKg,12,4.08,1
MIHHSZTUMM790_dkCZBwDw,8,3.0,1
uQuAy8nN7tEuc396LNydqA,65,4.79,1
nHSDuP22-6jf6wkT1f9Z4Q,31,3.89,1
2IlzzihbzbAr_ilGA7tXrQ,22,4.07,1
z1YmTd3a6hXTHUYS4y8Gbg,14,2.63,1
20OcF7BYeXu_3iYKa9YNgw,9,4.44,1
EVYxQ4T_a8Z28GYkWx0FZw,454,3.95,1
HjOWEdPBa7hBjVCZ-lq4Tg,71,4.3,1
x5DBt4exKpp4sGbqv-mXBw,9,3.0,1
EP0Q4KEe99urpxCd6yeTUQ,89,3.53,1
jz3GG6qVcIh780CPG1xK3w,379,4.23,1
Yj5ckO5CTlxM0ldZPRR66A,13,4.69,1
wp-X8IdDnIbapBwBNZq3aA,28,3.57,1
6icu2w2Llljakm5CrOYoVg,37,4.77,1
2GFs6Tf8CV6bmAJbLKcYMg,1,1.0,1
P7yaw-9PDTId0enXnRVJ1A,39,4.78,1
H-O3sVKCFnF29TzCkI2lew,8,4.75,1
MpkZGodHh68-g9Fzp9ceLQ,39,4.21,1
AeM4FQN2tPkM5KT0H9r4Qw,3,2.33,1
9gYGZctzYKN713btRvxHRg,25,2.73,1
bvIG3oJ5ZmXayBSpo2hJig,18,4.74,1
kp3LENNQjPrGuGRs_XtB1w,16,3.22,1
-vFl5LV9Aqd494V9F4FBcQ,422,3.62,1
n0j6mF8fjEg8cBDCuDQaEQ,216,3.77,1
EmrX8bBuoMIWZ6OldK0WPQ,30,3.81,1
rUQRgLS4hhLuqaOBd0IYXQ,147,3.91,1
2YcV4Ez46mBItRIehYeoGA,29,3.93,1
oV1jDzehL77lFESuSbrUeg,6,4.5,1
aFwYoHG21QTgUw2IDZeBFg,68,4.13,1
TGs88UR-Gj2WyQkVOvLDTw,17,3.44,1
nVss6_7Tn53HxcfBs6Yffg,81,4.27,1
JUfEhNr-aatcqqqa7NK4-g,10,3.3,1
90Go9OZhKs-5jpagYY8N3Q,72,3.63,1
-KtwewR6Bhw1DEdDcawGvA,7,3.0,1
R0UpTIyy6JPU9RBcPNkvFQ,130,4.47,1
_WWPNS8YzOH2q02t9XNfxQ,93,4.19,1
AtTbJXQZe-sJUkCLURE3Qw,100,4.35,1
fwughb7q1-hADkOayksE8g,6,1.83,1
khf4VouZY5h42jC5EI5HgA,14,3.29,1
I1DKowRnFXGpFWPqPicb4A,41,4.21,1
Dp91Bu4dMXY1jx6RAo87mg,24,5.0,1
ddost-XBZOGPVCwgTrhIUg,23,4.13,1
gjzxk8h3ct6lcHSlJ5kjow,99,4.26,1
LtYpSrN5NxHSyt9qswpIzA,24,4.56,1
Vrk8VJFXtBdKzGB9JZxRTQ,105,4.03,1
glWdaTwBPxx9-KDKwJM9vQ,9,4.6,1
Dg5pE8kalajOYCvJmFkwpQ,16,3.5,1
ii7xNXQKCX2ziqByYcVTvg,47,3.82,1
8m8BQpmkyM6lPweZs3SrzQ,11,4.42,1
6xdI0JQ68vX0o5PTiuD1bg,58,4.44,1
ZR_KI4ySMB_XfTg8WaWIKA,20,2.4,1
oz4aMd8uNj3H2EuMLqVMqQ,18,3.95,1
6TpDZ03w86d2I1g8FkCNng,119,3.96,1
u0BezwWaTzsick1T9785YQ,13,4.53,1
VX3kSyEiIizf4b3ENrqOaw,22,3.88,1
i_wjo8BNjCTXvNio-ZdQhQ,44,4.61,1
S9HmLCQWtOXoxsjtCqJWOQ,16,3.94,1
ntkuNfTs2qucAYqhx3ALzw,98,4.52,1
jvIISCRUSoSafUx9Ak1oew,119,4.47,1
T2AX_mIj4cXJhM0i71tVKA,44,4.82,1
w0gYXsJFyaMuZHMpM6o1ew,3,1.0,1
eGOhLsmb-k17yH7fVVEj-A,13,3.77,1
5nAnP6m46nIEm6vk70Xk6w,12,4.0,1
jB7rVQ9DGSlIctqMvWvMkg,1,2.33,1
IB5TiMtpv_tw-Bj6kL6siA,11,4.73,1
Eg541iYZKKGfK3t8wEgonA,15,3.25,1
tgeFUChlh7v8bZFVl2-hjQ,3262,3.88,1
4wMOKwJVU5o49-hf64LMuQ,86,4.91,1
CzfLOZTQ_wdyCm1onycyaA,13,3.92,1
S7eyylZuvsNdDzDCXUCWbA,1,4.0,1
ACLe87aiD6oWOt1-1q--RQ,24,4.92,1
YxhkXHCmZids49wn5kgTdg,7,4.14,1
NiWWozbfE8jlsUWHTBmkwQ,39,4.29,1
uxMl906UeLsg_CxRXVtUFQ,12,5.0,1
mSnEqVVISVMHTWtzvYjRRg,2,5.0,1
HBtAAQ6vdN7ed__wVH30Qg,74,4.17,1
dRAhEu9LmoD2qHAqLYWleA,80,3.6,1
xpsSAjBrFKnfDWjNDct3eg,7,5.0,1
OFb5MioGBADaAmVvPZ53TA,69,4.97,1
3q8ehkdQnc_iPhE0GwpXPw,11,3.73,1
capIhM0rypQGzzIpjTvZsg,2,5.0,1
644ayOUQsX2VGUJHlFemIw,118,4.08,1
S6UzknYCErhDY2twhaX2BQ,198,4.12,1
iv4Pb6oNsoeNVnOuqjI-cw,141,4.34,1
q2F4x17p7p_j5aG-3zH86A,7,2.63,1
ysdMbXdiTf99ljsk3baoHw,7,4.86,1
o1JVYrF_LnDpQwsmPpMSBg,1001,3.79,1
YYZc4ItJfHMHg8G1QS5ijg,17,4.16,1
9wvsp7_k8MNMdKiuewiyPA,75,4.76,1
SPQT8wC1gFX3a-EkXkhgdQ,413,4.48,1
_01JsTD9N7syNMThio-nCw,39,4.55,1
YowPD3DBwztPrODn32xwoA,27,4.04,1
E1EznbPaFP1lwxX-tgSzdA,66,4.37,1
TXlUr3IqHETu9QVsxZOEew,19,4.45,1
6bRnFTWG_9fIThzFIwxZ1g,12,4.83,1
vpH9_9kaZYyrUgBfwkgYow,98,4.24,1
lsFKkZ0CVL399sPGxs-Yig,62,3.83,1
t1CqNNUkVUH-flvz76LeBg,18,4.56,1
6KD6v8FbjF76boF4OiRNtg,25,3.08,1
H0FVwJLSGBlSoK6ZNpYrbA,10,2.09,1
AYHjIuv7LQ03vtxCk3ZRRA,83,3.15,1
218ybCNos0sa1LXBphcvqw,100,4.1,1
mHyiCUCwVH07s8dFrCfWoA,20,4.65,1
Nkb-ewA--1yyb2wSsjkD8g,42,4.05,1
JuloEz2hKnpcpN33wWlciw,5,4.2,1
fwC5lm7Wz6G4SrEWyg8B4g,58,4.52,1
fegUHze8ihummWgTzQ2VYQ,207,4.08,1
Ahy09DPXVIKGvN90Wf7tWg,14,4.75,1
VLQ3mo6RSEtBDxfGzVu7Fg,67,4.46,1
EBNR8k6vxIJPnNXbQYC8Nw,127,3.78,1
15LOg4GQhYvHOKqFvz11LA,32,5.0,1
ly873B_PNw-Ml0LysLXh1Q,54,4.2,1
hSY0HclJhbVbyfSkRYQfTA,373,4.2,1
2_9fKnXChUjC5xArfF8BLg,45,4.02,1
1eUlRRmm0DLkq1eo0ro6Hw,87,3.81,1
bzFgQrLPcWtFRSiI1uDxMQ,21,3.67,1
1PT_y5brnMR9SZx75zQYtw,36,3.33,1
Aa47JlnoifOgDHUBVu86wA,7,3.57,1
3WFWjGcFDhvBe6auq5OSzA,154,3.39,1
zdwiE5rxzclrE_k2jEKftA,105,3.38,1
F4-aIdXAu86DPoQZRpbBHw,159,4.03,1
byKsZhn1EVES3PHEhhbeUw,54,4.04,1
NGFVvvZBnetn7GoIg6Y_Iw,48,3.54,1
YkXrZ1QLl19ohcPXpvMh5A,218,4.28,1
lvthTfCQGD0qaEk6jCdRdQ,2960,4.47,1
jfeKSBBx3m-ssyrG8ppZGw,165,3.92,1
7EjeGRHhDkfGCYXX4qw9Mg,102,4.45,1
aKN3Y4nMuCcZvP2A-YibHQ,14,4.07,1
bRvmX6WTsdI0KIbKZVpx5g,122,4.48,1
vvBfoQf7ObV3YUg0JVgfYg,193,4.0,1
jVRdG1H56oz6nV_NnHHbgQ,52,3.98,1
iU_c0tOw2gzl4-e-lkMv-g,6,4.43,1
jXGiiSMcU5LBgp8H7p2NIQ,5,4.2,1
5jX7UAWACdEDNTyL9zMLRQ,79,3.66,1
54xWgHHFrFGftsomIugr7g,15,4.0,1
YSwKKnFlO83dVfjFJoSM9g,195,4.04,1
fvXPnJskgxg1uyXbyB78Ag,5,3.8,1
7MdlyhLdYT6FdgFjfwL4OA,26,4.39,1
EaA1FjsPjZH8P9eSHe5MFQ,6,3.86,1
HYJYLFock-gXhBE2Wln5zg,184,4.42,1
c_xMe6hcsH-KBEKd7od4Eg,30,3.24,1
y0HvXhMaiiYvpAfFS_Vz1Q,5,5.0,1
TrxZzzJEbLBHTGxXIepM_Q,114,4.35,1
Ig6R-Abck9Hgr1ux9jkyGg,38,2.73,1
tTFD105WJhuXs39iANsTHg,45,4.22,1
E_tOOnfT2_f8qlEeEhI6Tw,3,1.75,1
F7pMt-4tQF9puEd3_sNZcQ,21,4.14,1
gzZUy0Bf-tfpxQlYtEpeMA,11,4.27,1
colXQlQ9DQS5gJCgC3CfmQ,26,4.19,1
I6cK4z3AlDe2GJRWRtfhcQ,51,3.77,1
7_zsgbji6dRTota2oHa7AA,54,4.11,1
Oo1n2PHw8f-UDcji5__6aA,6,4.43,1
uIRi2CQ69hg0QDGkr-ViQg,57,4.35,1
XE2Tp-pJ3X9JWBRCuf22qA,7,4.29,1
tVLKzWNBiMZE2kmHrhqksQ,76,4.24,1
oDTp3E0mMszoXsg7Zkb_9A,5,2.29,1
1EuKhLFtSBFZAbKNzDoplg,9,4.0,1
f6Wuyn8rj-Jos8mhRH82ug,189,4.32,1
Zf3BVdz1xyftg0gBZsTfiQ,11,2.54,1
RclgLqb06lHF8XJSqgxe0A,47,4.4,1
qcPV4MNgV1pay_VcJfubZw,102,2.78,1
ayVwzuCC6SxjXr4ElsBF6g,6,5.0,1
9FB4q4fU7Fx8qUwQEQn01w,32,4.78,1
kxUyxR76JIsex1UbHX5L1Q,11,4.17,1
HsaeXajhAbOQQ5HXaBc_sQ,21,4.45,1
c_ppawQYg_bXodROGWQlyQ,342,4.29,1
lbbWuUJTKxfRZUYaFuWXTw,41,4.83,1
hTCN6HTFhYAZ7unwN1INRg,62,2.77,1
rk1OhWsJ_bYVfQrLkI93XQ,13,3.46,1
9E097uOiJYGgbnHpp-eP3w,191,2.98,1
yAB89vOBgaR8S8L4E3dvgA,299,4.09,1
OFfvESxd1XENxt6oW2-ecg,18,4.26,1
9MCQHmsvl7TkyhKJ3lNGwQ,397,4.33,1
0wv7uqJj4M6UF6IWFOD8Kg,11,4.0,1
nRtmmK84IBo-0WInWb9wbg,15,3.56,1
pgUQjUl_2G5L9EreDzIjSw,450,3.96,1
PI8-PjcYSrZBfcIoAL9eqw,4,1.8,1
GvbcpU6XgX2r57OIL2w-Ng,4,4.5,1
vn0v-mxWSrOjKNemT0r04Q,293,4.43,1
WKcKZiLYo1hRF54g5rH36w,15,4.5,1
9eko0rEC4G3Wc15VdOZ_Jg,74,4.32,1
q9Y_WPKdlLWTNVmRtuFgEg,43,4.36,1
qIG8AJU_SdMGCfCm9Ad4SQ,17,3.17,1
8S-MVbrZ2DnR8DLEy14KZQ,16,3.76,1
3FNPGG8SFiA7MTFhyifXVA,142,4.32,1
ziIHind-AIJaj5iGD3CqNw,15,4.2,1
-g6ILtry1ISJcYTYz1-MlQ,17,4.61,1
Fsw7VYa1nSpS9Y2pnNMM8A,42,4.05,1
DZlLkMLxrl4TqyfCD_ZB1w,5,3.0,1
Hz6-s5NLqMQB8voXlriV6Q,169,3.96,1
_mkaJAVU6dht9xWzD3zxdA,34,2.78,1
0ALJgGaLR41XQPKpZUWgkA,34,4.68,1
ReHZddqUSenXJGkyFJlzcA,35,3.65,1
xFeyKub-ppks20tF8QIgLg,89,4.01,1
bHNP5zR7Ih-faMRqWox3Lw,337,3.95,1
FofQrv2OC4mmWwPge6OOWQ,11,5.0,1
4ntUIVQM_jVHzaDg6v-2_A,4,4.0,1
PUC-wLobZ99sX0agdLIS8g,121,4.17,1
0MXKlboWiD2zfOXttDQ6Kg,70,3.13,1
aU5BEjhPnw-SWkvwhH0Bfw,29,3.61,1
fFGmsiwBQeu6a-n109IKCQ,11,3.55,1
NGOo4uT8tkoVcJUNqqE1iw,35,4.57,1
lr3BGirD-54_-p07eQj8dw,129,4.38,1
5VoZvBSx8NmwXcwiFwIHsQ,5,4.2,1
Rk1Mt2UKu8Z5bNmKk8jpOw,10,4.5,1
